video_date,poi_id,poi_name,poi_cate,journey_n,stop_n,avg_stop_sentiment,inbound_n,outbound_n
2023-03-07,300.0,Hong Kong International Airport,transit,1,1,0.6790147423744202,1,1
2023-03-07,328.0,Hop Yik Tai,dining,1,1,0.3877446576952934,1,0
2023-03-07,363.0,K11 ARTMALL,shopping,1,1,0.7670890092849731,1,0
2023-03-07,451.0,Lantau Island,natural,1,4,0.8401045600573221,4,4
2023-03-07,580.0,Ngong Ping 360,entertainment,1,1,0.7970857620239258,1,1
2023-03-07,629.0,Po Lin Monastery,religion,1,1,0.6850705742835999,1,1
2023-03-07,769.0,Stubbs Rd,city,1,1,0.4252524673938751,1,1
2023-03-07,804.0,Tai O,area,1,1,0.5554826855659485,1,1
2023-03-07,815.0,Tai Po,area,1,1,0.7024276256561279,1,1
2023-03-07,835.0,Ten Thousand Buddhas Monastery,religion,1,1,0.7426866888999939,0,0
2023-03-07,885.0,Tian Tan Buddha,religion,1,1,0.7545633912086487,0,1
