video_date,origin_poi_id,origin_poi_name,origin_poi_cate,dest_poi_id,dest_poi_name,dest_poi_cate,flow_n,avg_edge_sentiment
2023-03-13,560,Mystic Manor,entertainment,296,Hong Kong Disneyland,entertainment,1,0.6677132546901703
2023-03-13,598,Ocean Park,entertainment,296,Hong Kong Disneyland,entertainment,1,0.695055234379002
2023-03-13,598,Ocean Park,entertainment,572,New Istanbul Kebab,dining,1,0.7200864949263632
2023-03-13,598,Ocean Park,entertainment,849,The Grand Aquarium,entertainment,1,0.7723539218838725
2023-03-13,638,Prince's Building,city,101,Central,area,1,0.8871588110923767
2023-03-13,743,South Horizons,city,855,The Hong Kong Country Club,entertainment,1,0.2632524501532316
2023-03-13,849,The Grand Aquarium,entertainment,296,Hong Kong Disneyland,entertainment,1,0.6682495325803757
2023-03-13,855,The Hong Kong Country Club,entertainment,444,Lamma Island,natural,1,0.14861279539763925
2023-03-13,872,The Peak Tower,city,300,Hong Kong International Airport,transit,1,0.8892270177602768
2023-03-13,873,The Peak Tram,entertainment,125,Cheung Kong Center,city,1,0.6796683222055434
2023-03-13,873,The Peak Tram,entertainment,494,Madame Tussauds,cultural,1,0.01847179792821404
2023-03-13,873,The Peak Tram,entertainment,946,Victoria Peak,city,1,0.9378075376152992
2023-03-13,897,Tomorrowland,entertainment,296,Hong Kong Disneyland,entertainment,1,0.8948264469703038
2023-03-13,898,Toy Story Land,entertainment,296,Hong Kong Disneyland,entertainment,1,0.8806764259934425
2023-03-13,907,Tsim Sha Tsui,area,540,Mong Kok,area,1,0.8034680027514696
2023-03-13,946,Victoria Peak,city,598,Ocean Park,entertainment,1,0.7418478229083121
2023-03-13,946,Victoria Peak,city,872,The Peak Tower,city,1,0.8780303373932838
2023-03-14,300,Hong Kong International Airport,transit,913,Tsing Ma Bridge,city,1,0.4233292711691724
2023-03-14,913,Tsing Ma Bridge,city,451,Lantau Island,natural,1,0.7311503924429417
2023-03-14,1042,iSQUARE,shopping,96,Causeway Bay,area,1,0.29296018183231354
2023-03-17,675,SOGO,shopping,451,Lantau Island,natural,1,0.7832973301410675
2023-03-19,101,Central,area,744,Southorn Stadium,sport,1,0.4016488268971443
2023-03-20,540,Mong Kok,area,437,Lady BoBo,dining,1,0.17477224022150037
2023-03-21,53,Best Western Plus Hotel,hotel,107,Central and Western District Promenade,city,1,0.6236127416292827
2023-03-21,107,Central and Western District Promenade,city,307,Hong Kong Observation Wheel,entertainment,1,0.7984814147154491
2023-03-21,300,Hong Kong International Airport,transit,53,Best Western Plus Hotel,hotel,1,0.5720332115888596
2023-03-21,494,Madame Tussauds,cultural,296,Hong Kong Disneyland,entertainment,1,0.7737365116675694
2023-03-21,874,The Peninsula,hotel,877,The Ritz-Carlton,hotel,1,0.8923338651657104
2023-03-21,877,The Ritz-Carlton,hotel,880,The St. Regis,hotel,1,0.9208015352487564
2023-03-21,880,The St. Regis,hotel,877,The Ritz-Carlton,hotel,1,0.9425856322050095
2023-03-22,344,ICHIRAN,dining,877,The Ritz-Carlton,hotel,1,0.8331906497478485
2023-03-22,540,Mong Kok,area,907,Tsim Sha Tsui,area,1,0.8700913935899734
2023-03-22,636,Prince Edward Station,transit,540,Mong Kok,area,1,0.8184160441160202
2023-03-23,25,Apt. Coffee Wanchai,dining,46,Bakehouse (Wan Chai),dining,1,0.7424611896276474
2023-03-24,588,North Point,area,652,Ramada Hong Kong Grand View,hotel,1,0.858156830072403
2023-03-24,652,Ramada Hong Kong Grand View,hotel,588,North Point,area,1,0.47441894933581347
2023-03-24,653,Ramada Hong Kong Harbour View,hotel,652,Ramada Hong Kong Grand View,hotel,1,0.19205410405993456
2023-03-25,636,Prince Edward Station,transit,194,E Point Rd,city,1,0.39181119203567505
2023-03-26,300,Hong Kong International Airport,transit,804,Tai O,area,1,0.4208241403102875
2023-03-26,451,Lantau Island,natural,944,Victoria Harbour,city,1,0.647281602025032
2023-03-26,580,Ngong Ping 360,entertainment,451,Lantau Island,natural,1,0.899655282497406
2023-03-26,703,Shang Sin Chun Tong,religion,580,Ngong Ping 360,entertainment,1,0.804938554763794
2023-03-26,804,Tai O,area,703,Shang Sin Chun Tong,religion,1,0.6738453209400177
2023-03-26,944,Victoria Harbour,city,296,Hong Kong Disneyland,entertainment,1,0.6559748434358172
2023-03-27,222,For Kee Restaurant,dining,503,Mak's Noodle,dining,1,0.6456287764012814
2023-03-27,296,Hong Kong Disneyland,entertainment,312,Hong Kong Science Museum,cultural,1,0.6996257662773132
2023-03-27,312,Hong Kong Science Museum,cultural,296,Hong Kong Disneyland,entertainment,1,0.6938110548588965
2023-03-27,503,Mak's Noodle,dining,274,Harbour Kitchen,dining,1,0.48873599991202354
2023-03-28,36,Australia Dairy Company,dining,588,North Point,area,1,0.7858433425426483
2023-03-28,46,Bakehouse (Wan Chai),dining,300,Hong Kong International Airport,transit,1,0.2401083859149367
2023-03-28,46,Bakehouse (Wan Chai),dining,964,Wan Chai,area,1,0.7737434804439545
2023-03-28,300,Hong Kong International Airport,transit,36,Australia Dairy Company,dining,1,0.6410055886954069
2023-03-28,588,North Point,area,46,Bakehouse (Wan Chai),dining,1,0.7964610606431961
2023-03-28,907,Tsim Sha Tsui,area,975,West Kowloon,area,1,0.9301855862140656
2023-03-28,975,West Kowloon,area,800,Tai Kwun,cultural,1,0.8200968205928802
2023-03-30,38,B P International,hotel,503,Mak's Noodle,dining,1,0.5095438435673714
2023-03-30,300,Hong Kong International Airport,transit,38,B P International,hotel,1,0.4753036871552467
2023-03-30,300,Hong Kong International Airport,transit,857,The Hong Kong Tourism Board Kowloon Visitor Centre,city,2,0.5469131532590836
2023-03-30,857,The Hong Kong Tourism Board Kowloon Visitor Centre,city,300,Hong Kong International Airport,transit,2,0.622447176836431
2023-03-31,815,Tai Po,area,334,Hung Hom Kwun Yum Temple,religion,1,0.939272940158844
2023-03-31,833,Temple St,city,296,Hong Kong Disneyland,entertainment,1,0.7291528781255086
2023-03-31,889,Tin Hau Temple,religion,995,Wong Tai Sin Temple,religion,1,0.5810584922631582
2023-03-31,944,Victoria Harbour,city,833,Temple St,city,1,0.6434745788574219
2023-03-31,995,Wong Tai Sin Temple,religion,815,Tai Po,area,1,0.6894813378651937
2023-04-01,834,Temple Street Night Market,shopping,413,Kowloon Tin Hau Temple,religion,1,0.7696680426597595
2023-04-02,37,Avenue Of Stars,city,364,K11 MUSEA,shopping,2,0.49132247641682625
2023-04-02,101,Central,area,944,Victoria Harbour,city,1,0.37694019451737404
2023-04-02,101,Central,area,964,Wan Chai,area,1,0.8365049660205841
2023-04-02,137,Choi Hung Estate,city,305,Hong Kong Museum of History,cultural,2,0.4483250379562378
2023-04-02,182,Dorsett Wanchai,hotel,377,Kam's Roast Goose,dining,2,0.4638622272759676
2023-04-02,210,Fa Yuen Street Market,shopping,547,Montane Mansion,city,1,0.3759802987333387
2023-04-02,278,Hashtag B,dining,378,Kamcentre Roast Goose,dining,1,0.8030135929584503
2023-04-02,278,Hashtag B,dining,673,SHARI SHARI Kakigori House,dining,1,0.30594149231910706
2023-04-02,295,Hong Kong Cultural Centre,cultural,37,Avenue Of Stars,city,1,0.3552607148885727
2023-04-02,295,Hong Kong Cultural Centre,cultural,210,Fa Yuen Street Market,shopping,2,0.6311317346990108
2023-04-02,300,Hong Kong International Airport,transit,182,Dorsett Wanchai,hotel,1,0.16770172491669655
2023-04-02,305,Hong Kong Museum of History,cultural,538,Mon Kee Café,dining,1,0.6024006307125092
2023-04-02,305,Hong Kong Museum of History,cultural,874,The Peninsula,hotel,1,0.4583285190165043
2023-04-02,364,K11 MUSEA,shopping,490,MOMA,dining,2,0.6273162923753262
2023-04-02,377,Kam's Roast Goose,dining,944,Victoria Harbour,city,2,0.8333442807197571
2023-04-02,378,Kamcentre Roast Goose,dining,1021,Yee Shun Milk Company,dining,1,0.7914873510599136
2023-04-02,451,Lantau Island,natural,629,Po Lin Monastery,religion,1,0.8448974937200546
2023-04-02,490,MOMA,dining,295,Hong Kong Cultural Centre,cultural,2,0.6593878380954266
2023-04-02,511,Maria's Bakery,dining,278,Hashtag B,dining,1,0.7040586471557617
2023-04-02,529,Milksha,dining,651,Rainbow Stairs,cultural,1,0.8913070261478424
2023-04-02,538,Mon Kee Café,dining,529,Milksha,dining,1,0.9239113330841064
2023-04-02,538,Mon Kee Café,dining,540,Mong Kok,area,1,0.9007735947767894
2023-04-02,540,Mong Kok,area,101,Central,area,1,0.8601004183292389
2023-04-02,547,Montane Mansion,city,137,Choi Hung Estate,city,2,0.41680095437914133
2023-04-02,584,Ngong Ping Village,cultural,451,Lantau Island,natural,1,0.6692637950181961
2023-04-02,629,Po Lin Monastery,religion,1020,Yaumatei Tin Hau Temple,religion,1,0.855887770652771
2023-04-02,673,SHARI SHARI Kakigori House,dining,278,Hashtag B,dining,1,0.43684886395931244
2023-04-02,731,Sister Wah Beef Brisket,dining,547,Montane Mansion,city,1,0.5159682130906731
2023-04-02,761,Star Ferry Pier,transit,37,Avenue Of Stars,city,1,0.6940973997116089
2023-04-02,761,Star Ferry Pier,transit,295,Hong Kong Cultural Centre,cultural,1,0.4972146600484848
2023-04-02,874,The Peninsula,hotel,538,Mon Kee Café,dining,1,0.8084803918997447
2023-04-02,907,Tsim Sha Tsui,area,511,Maria's Bakery,dining,1,0.5291814506053925
2023-04-02,944,Victoria Harbour,city,296,Hong Kong Disneyland,entertainment,1,0.6354442127048969
2023-04-02,944,Victoria Harbour,city,531,Ming Court Hotel,hotel,1,0.775891900062561
2023-04-02,944,Victoria Harbour,city,761,Star Ferry Pier,transit,1,0.8456230461597443
2023-04-02,1020,Yaumatei Tin Hau Temple,religion,101,Central,area,1,0.6338060051202774
2023-04-03,946,Victoria Peak,city,446,Lan Fong Yuen,dining,1,0.52925705909729
2023-04-04,296,Hong Kong Disneyland,entertainment,784,Sunny Bay Station,transit,1,0.7720817598913396
2023-04-04,498,Main Street Bakery,dining,670,Royal Banquet Hall,dining,1,0.9382763653993607
2023-04-04,670,Royal Banquet Hall,dining,296,Hong Kong Disneyland,entertainment,1,0.9203950226306915
2023-04-04,784,Sunny Bay Station,transit,498,Main Street Bakery,dining,1,0.936610609292984
2023-04-05,293,Hong Kong Convention and Exhibition Centre,city,833,Temple St,city,1,0.43707253504544497
2023-04-05,300,Hong Kong International Airport,transit,874,The Peninsula,hotel,1,0.5846927759703249
2023-04-05,874,The Peninsula,hotel,293,Hong Kong Convention and Exhibition Centre,city,1,0.46522702742367983
2023-04-06,119,Cheung Chau,natural,34,Attitude on Granville,hotel,1,0.530503548681736
2023-04-06,300,Hong Kong International Airport,transit,913,Tsing Ma Bridge,city,1,0.4067683685570955
2023-04-06,815,Tai Po,area,119,Cheung Chau,natural,1,0.7880035042762756
2023-04-06,913,Tsing Ma Bridge,city,815,Tai Po,area,1,0.7133201956748962
2023-04-08,300,Hong Kong International Airport,transit,588,North Point,area,1,0.7409616112709045
2023-04-08,359,Jordan Station,transit,784,Sunny Bay Station,transit,1,0.4690913367085159
2023-04-08,784,Sunny Bay Station,transit,300,Hong Kong International Airport,transit,1,0.21036517014726996
2023-04-09,296,Hong Kong Disneyland,entertainment,945,Victoria Park,city,1,0.8146327808499336
2023-04-10,104,Central Market,shopping,506,Man Mo Temple,religion,1,0.29998911172151566
2023-04-10,270,Happy Valley Racecourse,entertainment,664,Repulse Bay Beach,natural,1,0.8683405220508575
2023-04-10,296,Hong Kong Disneyland,entertainment,873,The Peak Tram,entertainment,1,0.8942734897136688
2023-04-10,300,Hong Kong International Airport,transit,684,Sai Ying Pun Station,transit,1,0.3656560257077217
2023-04-10,312,Hong Kong Science Museum,cultural,494,Madame Tussauds,cultural,1,0.6358875334262848
2023-04-10,451,Lantau Island,natural,506,Man Mo Temple,religion,1,0.7763123214244843
2023-04-10,451,Lantau Island,natural,580,Ngong Ping 360,entertainment,1,0.864439070224762
2023-04-10,485,M+,cultural,579,Ngong Ping,area,1,0.6328742951154709
2023-04-10,494,Madame Tussauds,cultural,874,The Peninsula,hotel,1,0.7928267419338226
2023-04-10,506,Man Mo Temple,religion,1007,Xiqu Centre,cultural,1,0.786492645740509
2023-04-10,506,Man Mo Temple,religion,1010,Yat Lok Restaurant,dining,1,0.6867680251598358
2023-04-10,579,Ngong Ping,area,451,Lantau Island,natural,1,0.6164032071828842
2023-04-10,579,Ngong Ping,area,580,Ngong Ping 360,entertainment,1,0.9034551680088043
2023-04-10,580,Ngong Ping 360,entertainment,451,Lantau Island,natural,2,0.8276688046753407
2023-04-10,663,Repulse Bay,natural,664,Repulse Bay Beach,natural,1,0.7649525701999664
2023-04-10,664,Repulse Bay Beach,natural,610,PMQ,shopping,1,0.5710094583531221
2023-04-10,664,Repulse Bay Beach,natural,663,Repulse Bay,natural,1,0.7970530986785889
2023-04-10,684,Sai Ying Pun Station,transit,781,Sun Yat Sen Memorial Park,cultural,1,0.46018628031015396
2023-04-10,773,Sun Hing Restaurant,dining,104,Central Market,shopping,1,0.1980138123035431
2023-04-10,781,Sun Yat Sen Memorial Park,cultural,873,The Peak Tram,entertainment,1,0.7636507153511047
2023-04-10,873,The Peak Tram,entertainment,312,Hong Kong Science Museum,cultural,1,0.5684978365898132
2023-04-10,873,The Peak Tram,entertainment,485,M+,cultural,1,0.5953380316495895
2023-04-10,874,The Peninsula,hotel,907,Tsim Sha Tsui,area,1,0.6210419237613678
2023-04-10,1007,Xiqu Centre,cultural,207,Eyebar,dining,1,0.9311536550521851
2023-04-11,146,Citygate Outlets,shopping,364,K11 MUSEA,shopping,1,0.6936183944344521
2023-04-11,296,Hong Kong Disneyland,entertainment,907,Tsim Sha Tsui,area,1,0.5856036558747291
2023-04-11,446,Lan Fong Yuen,dining,296,Hong Kong Disneyland,entertainment,1,0.6834396213293075
2023-04-11,549,Mott 32,dining,598,Ocean Park,entertainment,1,0.4849110245704651
2023-04-11,598,Ocean Park,entertainment,885,Tian Tan Buddha,religion,1,0.3140381872653961
2023-04-11,885,Tian Tan Buddha,religion,146,Citygate Outlets,shopping,1,0.5261384844779968
2023-04-11,907,Tsim Sha Tsui,area,549,Mott 32,dining,1,0.5652834624052048
2023-04-12,37,Avenue Of Stars,city,995,Wong Tai Sin Temple,religion,1,0.5096733588725328
2023-04-12,324,Hong Kong-Zhuhai-Macao Bridge,city,885,Tian Tan Buddha,religion,1,0.6095643891021609
2023-04-12,364,K11 MUSEA,shopping,946,Victoria Peak,city,1,0.8510669469833374
2023-04-12,598,Ocean Park,entertainment,291,Hollywood Rd,city,1,0.47621908597648144
2023-04-12,946,Victoria Peak,city,37,Avenue Of Stars,city,1,0.7461766786873341
2023-04-13,300,Hong Kong International Airport,transit,296,Hong Kong Disneyland,entertainment,1,0.4517096808801095
2023-04-13,307,Hong Kong Observation Wheel,entertainment,873,The Peak Tram,entertainment,1,0.7220306396484375
2023-04-13,873,The Peak Tram,entertainment,946,Victoria Peak,city,1,0.6674973964691162
2023-04-16,230,Fu Shan Viewing Point,outdoor,820,Tai Tam Reservoir,natural,1,0.8198039829730988
2023-04-16,271,Harbour City,shopping,256,HKU Station,transit,1,0.5975393354892731
2023-04-16,721,Sheung Wan,area,271,Harbour City,shopping,1,0.6301652789115906
2023-04-16,804,Tai O,area,444,Lamma Island,natural,1,0.32395951822400093
2023-04-16,804,Tai O,area,809,Tai O Rd,city,1,0.4705456271767616
2023-04-16,808,Tai O Market St,shopping,230,Fu Shan Viewing Point,outdoor,1,0.41614258009940386
2023-04-16,809,Tai O Rd,city,808,Tai O Market St,shopping,1,0.06922027934342623
2023-04-16,820,Tai Tam Reservoir,natural,804,Tai O,area,1,0.7006763219833374
2023-04-17,296,Hong Kong Disneyland,entertainment,598,Ocean Park,entertainment,1,0.7410896643996239
2023-04-17,598,Ocean Park,entertainment,946,Victoria Peak,city,1,0.9290590584278107
2023-04-17,946,Victoria Peak,city,296,Hong Kong Disneyland,entertainment,1,0.9104388207197189
2023-04-17,1042,iSQUARE,shopping,598,Ocean Park,entertainment,1,0.8095791041851044
2023-04-19,364,K11 MUSEA,shopping,363,K11 ARTMALL,shopping,1,0.8370297799507778
2023-04-20,36,Australia Dairy Company,dining,1011,Yat Tung Heen,dining,1,0.633368507027626
2023-04-20,944,Victoria Harbour,city,36,Australia Dairy Company,dining,1,0.7423091530799866
2023-04-21,304,Hong Kong Museum of Art,cultural,364,K11 MUSEA,shopping,1,0.8062297403812408
2023-04-21,886,Times Square,shopping,304,Hong Kong Museum of Art,cultural,1,0.6410512626171112
2023-04-22,36,Australia Dairy Company,dining,944,Victoria Harbour,city,1,0.4654460716992616
2023-04-22,296,Hong Kong Disneyland,entertainment,494,Madame Tussauds,cultural,1,0.8231273196064509
2023-04-22,300,Hong Kong International Airport,transit,36,Australia Dairy Company,dining,1,0.25246760249137873
2023-04-22,451,Lantau Island,natural,598,Ocean Park,entertainment,1,0.8624759316444397
2023-04-22,494,Madame Tussauds,cultural,549,Mott 32,dining,1,0.47671449184417725
2023-04-22,549,Mott 32,dining,579,Ngong Ping,area,1,0.5008038133382797
2023-04-22,579,Ngong Ping,area,962,Walking With Buddha,shopping,1,0.7459443807601929
2023-04-22,598,Ocean Park,entertainment,603,Old Hong Kong,city,2,0.8332497607916594
2023-04-22,598,Ocean Park,entertainment,972,Water World,entertainment,1,0.48977254237979645
2023-04-22,603,Old Hong Kong,city,296,Hong Kong Disneyland,entertainment,1,0.8503950885855235
2023-04-22,603,Old Hong Kong,city,451,Lantau Island,natural,1,0.8211816847324371
2023-04-22,962,Walking With Buddha,shopping,300,Hong Kong International Airport,transit,1,0.43624085560441017
2023-04-22,972,Water World,entertainment,598,Ocean Park,entertainment,2,0.5618820223025978
2023-04-23,37,Avenue Of Stars,city,907,Tsim Sha Tsui,area,1,0.8381426284710567
2023-04-23,101,Central,area,307,Hong Kong Observation Wheel,entertainment,1,0.8441748097538948
2023-04-23,300,Hong Kong International Airport,transit,588,North Point,area,1,0.18377572670578957
2023-04-23,323,Hong Kong Zoological and Botanical Gardens,city,945,Victoria Park,city,1,0.6285214424133301
2023-04-23,588,North Point,area,944,Victoria Harbour,city,1,0.48164159059524536
2023-04-23,945,Victoria Park,city,101,Central,area,1,0.8159970045089722
2023-04-24,286,Hing Kee Restaurant,dining,602,Oi Man Sang,dining,1,0.5615266181528569
2023-04-26,296,Hong Kong Disneyland,entertainment,295,Hong Kong Cultural Centre,cultural,1,0.8722396790981293
2023-04-27,149,Clear Water Bay,natural,820,Tai Tam Reservoir,natural,1,0.9323476850986481
2023-04-27,174,Diamond Hill Station,transit,149,Clear Water Bay,natural,1,0.6276241901020209
2023-04-27,285,High Junk Peak,outdoor,174,Diamond Hill Station,transit,1,0.6210922958950202
2023-04-27,285,High Junk Peak,outdoor,803,Tai Mo Shan,outdoor,1,0.5198662877082825
2023-04-27,820,Tai Tam Reservoir,natural,285,High Junk Peak,outdoor,1,0.5360246300697327
2023-04-29,324,Hong Kong-Zhuhai-Macao Bridge,city,580,Ngong Ping 360,entertainment,1,0.8057522475719452
2023-04-29,451,Lantau Island,natural,101,Central,area,1,0.5359730571508408
2023-04-29,451,Lantau Island,natural,580,Ngong Ping 360,entertainment,1,0.8404777646064758
2023-04-29,451,Lantau Island,natural,921,Tsz Shan Monastery,religion,1,0.8254524171352386
2023-04-29,579,Ngong Ping,area,451,Lantau Island,natural,1,0.8933725953102112
2023-04-29,580,Ngong Ping 360,entertainment,324,Hong Kong-Zhuhai-Macao Bridge,city,1,0.9339824914932251
2023-04-29,580,Ngong Ping 360,entertainment,451,Lantau Island,natural,1,0.7312251329421997
2023-04-29,580,Ngong Ping 360,entertainment,579,Ngong Ping,area,1,0.869353711605072
2023-04-29,921,Tsz Shan Monastery,religion,945,Victoria Park,city,1,0.7045739889144897
